sku,row_type,name,brand,category,sheet,status,finding,caveat,facts_scored,copy_enriched,prose_words,bullets,spec_rows,spec_rows_informative,meta_len,has_short_desc,has_image,gallery_images,has_dimensions,model_number,status_published,import_evidence,supplier_sheet,research_file,finding_theme
IMG/DIS/00138,top,Heated Display Counter Top 700MM HDS,HDS,Displays > Warm Displays,,Complete,,,,1,156,6,11,8,143,1,1,0,1,HDSHDN-26,published,,,hds-research.md,
IMG/DIS/00139,top,Heated Display Counter Top 900MM HDS,HDS,Displays > Warm Displays,,Complete,,,,1,160,6,11,8,143,1,1,0,1,HDSHDN-36,published,,,hds-research.md,
IMG/OVE/00223,top,Convection Oven HDSECO-4A,HDS,Ovens > Convection Ovens,,Complete,,,,1,148,6,15,12,132,1,1,0,1,HDSECO-4A,published,,,hds-research.md,
IMG/OVE/00224,top,Convection Oven HDSECO-8A,HDS,Ovens > Convection Ovens,,Complete,,,,1,129,6,15,12,148,1,1,0,1,HDSECO-8A,published,,,hds-research.md,
IMG/OVE/00169,top,Deck Oven Electric Double HTD-40,HK-REDLINE,Ovens > Deck Ovens,,Complete,,,,1,137,5,10,7,147,1,1,0,1,HTD-40,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00205,top,Deck Oven Electric Single HTD-20,HK-REDLINE,Ovens > Deck Ovens,,Complete,,,,1,109,5,10,7,139,1,1,0,1,HTD-20,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00229,top,Elec. Convection Oven YXD-1AE,HK-REDLINE,Ovens > Convection Ovens,OVENS,Sources disagree,spec sheet 595x530x570 vs SAP 1005/930/560,,,1,161,5,10,7,140,1,1,1,1,YXD-1AE,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/OVE/00230,top,Elec. Convection Oven YXD-8A-3,HK-REDLINE,Ovens > Convection Ovens,OVENS,Sources disagree,spec sheet 834x765x500 vs the same SAP row as 00229,,,1,68,6,11,8,134,1,1,3,1,YXD-8A-3,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/OVE/00168,top,Luxurious Electric Deck Oven NFD-20F,HK-REDLINE,Ovens > Deck Ovens,,Complete,,,,1,123,4,10,7,94,1,1,0,1,NFD-20F,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00076,top,Oven Convection Electric 3 Trays Tecnodom FEM03NE02V,TECNODOM,Ovens > Convection Ovens,,Complete,,,,1,141,6,14,12,147,1,1,2,1,FEM03NE02V,published,,TECNODOM (8),sap-reconciliation-research.md;tecnodom-research.md,
IMG/OVE/00078,top,Oven Convection Electric 4 Trays 435X350 FEMG04NE595V,TECNODOM,Ovens > Convection Ovens,,Complete,,,,1,134,6,16,14,144,1,1,1,1,FEMG04NE595V,published,,TECNODOM (8),tecnodom-research.md,
IMG/OVE/00128,top,Oven Convection Electric 4 Trays 600X400 FEM04NEPSV,TECNODOM,Ovens > Convection Ovens,,Complete,,,,1,140,6,17,15,146,1,1,1,1,FEM04NEPSV,published,,TECNODOM (8),tecnodom-research.md,
IMG/OVE/00215,top,Oven Convection Turbo Electrical 4 Tray Maxiconv,SKYMSEN,Ovens > Convection Ovens,,Complete,,,,1,113,6,15,13,146,1,1,1,1,MAXICONV,published,,SKYMSEN (16),oem-placeholder-brands-research.md;skymsen-research.md,
IMG/OVE/00018,top,Pizza Oven Electric Double Deck - Prisma Food,PRISMA FOOD,Ovens > Pizza Ovens,,Complete,,,,1,79,6,10,7,149,1,1,6,1,BASIC 44,published,,PRISMA (6),prisma-food-research.md,
IMG/OVE/00017,top,Pizza Oven Electric Single Deck - Prisma Food,PRISMA FOOD,Ovens > Pizza Ovens,,Complete,,,,1,85,6,10,7,133,1,1,5,1,BASIC 1/50 LAMP,published,,PRISMA (6),prisma-food-research.md,
IMG/OVE/00199,top,Pizza Oven Electric Single Deck CG-P340A,DIQIAN,Ovens > Pizza Ovens,,Complete,,,,1,111,6,14,11,147,1,1,1,1,CG-P340A,published,,,diqian-research.md,
IMG/OVE/00200,top,Pizza Oven Gas Single Deck CG-P330,DIQIAN,Ovens > Pizza Ovens,,Complete,,,,1,75,6,10,7,149,1,1,1,1,CG-P330,published,,,diqian-research.md,
IMG/PAS/00011,top,Proofer Electric 14 Trays FX-14,HK-REDLINE,Ovens > Proofers,,Complete,,,,1,134,5,12,9,125,1,1,0,1,FX-14,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
FAB/PSB/00061,top,Oven Stand OS85075S 201 Grade Height 670,SHEFFIELD,Ovens > Oven Accessories,OVENS,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,OS85075S,archived,,,,Nothing published
IMG/OVE/00130,top,Baking Trays,SHEFFIELD,Ovens > Oven Accessories,OVENS,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,,archived,,,,Nothing published
IMG/OVE/00234,top,"4"" Hamburger PAN-15",HK-REDLINE,Ovens > Oven Accessories,OVENS,Sources disagree,"SAP 915/690/355 reads as a carton, not a pan",,,1,16,2,3,0,80,1,1,0,1,HK-13220,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/OVE/00235,top,"4"" Non-Stick Hamburger PAN-15",HK-REDLINE,Ovens > Oven Accessories,OVENS,Complete,,thin listing,2,1,17,2,3,0,90,1,1,0,1,HK-13221,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00020,top,Conveyor Pizza Oven Electric C/50,PRISMA FOOD,Ovens > Pizza Ovens,,Complete,,,,1,97,6,12,9,124,1,1,1,1,TUNNEL C/50,published,,PRISMA (6),prisma-food-research.md,
IMG/OVE/00217,top,Conveyor Pizza Oven-Digital,H-KITCHEN,Ovens > Pizza Ovens,OVENS,Complete,,thin listing,4,1,16,3,4,1,102,1,1,1,1,HX-1SA,published,,"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,
IMG/OVE/00009,top,Deck Oven Electric Triple HTD-90,HK-REDLINE,Ovens > Deck Ovens,,Complete,,,,1,125,5,10,7,147,1,1,0,1,HTD-90,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00206,top,Deck Oven Gas Single 1 Tray HTR-10C,HK-REDLINE,Ovens > Deck Ovens,OVENS,Sources disagree,Garyton 980x610x500 vs SAP 980/600/540,,,1,132,5,7,4,148,1,1,0,1,HTR-101C,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/OVE/00088,top,Double Deck Gas Oven HTR-40Q,HK-REDLINE,Ovens > Deck Ovens,,Complete,,,,1,105,4,9,6,80,1,1,0,1,HTR-40Q,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/OVE/00213,top,Gas Convection Oven FTG 480,G PANIZ,Ovens > Convection Ovens,OVENS,Complete,,thin listing,10,0,0,10,0,0,0,1,1,1,1,FTG 480,published,,,g-paniz-research.md;sap-reconciliation-research.md,
IMG/OVE/00087,top,Gas Deck Oven Single HTR-20Q,HK-REDLINE,Ovens > Deck Ovens,OVENS,Sources disagree,Garyton publishes 1350 x 850 x 600 mm; we store 980 x 540 x 600 mm. The description is also copied from the smaller HTR-101C.,,,1,17,1,4,1,80,1,1,0,1,HTR-20Q,published,H KITCHEN / H-KITCHEN `HTR-20Q (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/OVE/00079,top,Oven Convection Electric 6 Trays Tecnodom FEM06NEMIDVH2O,TECNODOM,Ovens > Convection Ovens,,Complete,,,,1,144,6,16,14,153,1,1,0,1,FEM06NEMIDVH2O,published,,TECNODOM (8),tecnodom-research.md,
IMG/OVE/00107,top,Oven Convection Electric Blodgett CTB SGL,BLODGETT,Ovens > Convection Ovens,,Complete,,,,1,115,6,20,17,142,1,1,0,1,CTB SGL,published,,,blodgett-research.md,
IMG/OVE/00219,top,Gas Stone Base Pizza Oven EMP.SPO.H-70-W,EMPERO,Ovens > Pizza Ovens,,Complete,,,,1,61,6,9,6,146,1,1,2,1,EMP.SPO.H-70-W,published,,EMPEROxx (7),empero-research.md,
IMG/OVE/00201,top,Oven Convection Gas HDS GCO,HDS,Ovens > Convection Ovens,OVENS,Sources disagree,no electrical rating - needs the Kenyan-build figure,,,1,130,5,14,11,138,1,1,0,1,HDSGCO-1,published,,,hds-research.md,Electrical rating
IMG/OVE/00214,top,Oven Convection Turbo Electrical 10 Trays Discovery 10,SKYMSEN,Ovens > Convection Ovens,,Complete,,,,1,92,6,13,11,146,1,1,11,1,DISCOVERY 10,published,,SKYMSEN (16),oem-placeholder-brands-research.md;skymsen-research.md,
IMG/OVE/00019,top,Pizza Oven Single Gas Deck - Prisma Food,PRISMA FOOD,Ovens > Pizza Ovens,,Complete,,,,1,85,6,12,9,126,1,1,1,1,GAS 4 PF PROPANO,published,,PRISMA (6),prisma-food-research.md,
IMG/OVE/00089,top,Oven Convection 10 Tray Tecnodom FEDL10NEMIDVH2O,TECNODOM,Ovens > Convection Ovens,,Complete,,,,1,126,6,19,17,155,1,1,0,1,FEDL10NEMIDVH2O,published,,TECNODOM (8),sap-reconciliation-research.md;tecnodom-research.md,
IMG/PAS/00012,top,Dough Mixer Spiral,PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,1,157,6,11,9,156,1,1,5,0,,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00012,variant,Dough Mixer Spiral [20-litres],PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,0,0,0,0,0,0,0,1,,1,IBT20,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00013,variant,Dough Mixer Spiral [30-litres],PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,0,0,0,0,0,0,0,1,,1,IBT30,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00014,variant,Dough Mixer Spiral [40-litres],PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,0,0,0,0,0,0,0,1,,1,IBT40,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00015,variant,Dough Mixer Spiral [50-litres],PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,0,0,0,0,0,0,0,1,,1,IBT50,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00016,variant,Dough Mixer Spiral [60-litres],PRISMA FOOD,Bakery Preparation > Spiral Mixers,,Complete,,,,0,0,0,0,0,0,0,1,,1,IBT 60,published,,PRISMA (6),prisma-food-research.md;variant-children-gap-research.md,
IMG/PAS/00003,top,Dough Mixer Spiral 50 Litres Empero,EMPERO,Bakery Preparation > Spiral Mixers,,Complete,,,,1,79,5,11,8,156,1,1,0,1,HY 05,published,,EMPEROxx (7),empero-research.md,
IMG/PAS/00007,top,Dough Mixer Spiral 60 Litres Empero,EMPERO,Bakery Preparation > Spiral Mixers,,Complete,,,,1,88,5,11,8,114,1,1,1,1,SH 03,published,,EMPEROxx (7),empero-research.md,
IMG/PAS/00155,top,Spiral Mixer 80 LITRES/25KG BM-25,HK-REDLINE,Bakery Preparation > Spiral Mixers,,Complete,,,,1,151,5,12,9,134,1,1,0,1,BM-25,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00157,top,Spiral Mixer 130 LITRES/50KG BM-50,HK-REDLINE,Bakery Preparation > Spiral Mixers,,Complete,,,,1,154,5,8,5,123,1,1,0,1,BM-50,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00156,top,Spiral Mixer 200 LITRES/75KG BM-75,HK-REDLINE,Bakery Preparation > Spiral Mixers,,Complete,,,,1,145,5,8,5,124,1,1,0,1,BM-75,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00169,top,Spiral Mixer 250 LITRES/100KG BM-100,HK-REDLINE,Bakery Preparation > Spiral Mixers,,Complete,,,,1,115,6,12,9,105,1,1,0,1,BM-100,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00102,top,Cake Mixer Planetary 7 Litres H-Kitchen,HK-REDLINE,Bakery Preparation > Planetary Mixers,,Complete,,,,1,112,6,3,0,87,1,1,0,1,HK-B7,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00103,top,Cake Mixer Planetary 10 Litres B10GFA,HK-REDLINE,Bakery Preparation > Planetary Mixers,,Complete,,,,1,147,5,12,9,139,1,1,0,1,B10GFA,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00001,top,Cake Mixer Planetary 20 Litres Berjaya,BERJAYA,Bakery Preparation > Planetary Mixers,,Complete,,,,1,130,6,15,12,141,1,1,0,1,BJY-BM20,published,,BERJAYA (5),berjaya-research.md,
IMG/PAS/00101,top,Cake Mixer Planetary 20 Litres H-Kitchen,HK-REDLINE,Bakery Preparation > Planetary Mixers,,Complete,,,,1,164,5,10,7,138,1,1,0,1,B20GA,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00145,top,Cake Mixer Planetary 30 Litres H-Kitchen,HK-REDLINE,Bakery Preparation > Planetary Mixers,BAKERY PREPARATION,Sources disagree,Our listing says B30GA; both SAP and the Kator catalogue call the 30 litre machine B30GA2. Confirm which code is correct.,,,1,35,1,4,1,88,1,1,0,1,B30GA2,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md;sap-reconciliation-research.md,Model code / identity
IMG/PAS/00160,top,TABLE TOP DOUGH SHEETER ROLLER SIZE 522xDIA 88,HK-REDLINE,Bakery Preparation > Dough Sheeters & Moulders,,Complete,,,,1,143,5,6,3,130,1,1,1,1,JDR450B,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00164,top,Dough Divider,HK-REDLINE,Bakery Preparation > Dough Sheeters & Moulders,,Complete,,,,1,93,5,8,5,110,1,1,0,1,KT-20,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/PAS/00002,top,Bread Slicer Empero,EMPERO,Bakery Preparation > Bread Slicers,,Complete,,,,1,81,5,11,8,154,1,1,0,1,EMP.3004,published,,EMPEROxx (7),empero-research.md,
IMG/PAS/00166,top,Bread Moulder,HK-REDLINE,Bakery Preparation > Dough Sheeters & Moulders,BAKERY PREPARATION,Sources disagree,the capacity field holds the net weight (237 kg),,,1,58,6,7,4,99,1,1,0,1,NFQ-380,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Capacity / material
IMG/PAS/00159,top,Semi Automatic Dividing and Rounding Machine,H-KITCHEN,Bakery Preparation > Dough Sheeters & Moulders,BAKERY PREPARATION,Sources disagree,height 2100 mm (ours) vs 1460 mm (supplier site),,,1,153,5,9,6,152,1,1,0,1,NFK-30I,published,,"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,Dimensions
IMG/BUF/00219,top,Chaffing Dish 9L Oblong Roll Top Chafer,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,Heavybao 635x425x440 vs our 645/455/290,,,1,21,3,4,1,117,1,1,0,1,431001,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",kitchenware-research.md;oem-sheffield-research.md,Dimensions
IMG/BUF/00220,top,Chaffing Dish 9L Oblong Roll Top Chafer with Visible Window,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"dimensions copied from 00219, never verified for this code",,,1,24,3,4,1,137,1,1,0,1,432102,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",kitchenware-research.md;oem-sheffield-research.md,Dimensions
IMG/BUF/00241,top,Digital SS Rectangular Chaffing Dish 9 Ltrs,STEELOLOGY,Buffet & Servery > Chafing Dishes,,Complete,,,,1,81,6,9,6,148,1,1,0,1,RH002,published,,H KITCHEN (1),sap-reconciliation-research.md;steelology-research.md,
IMG/BUF/00019,top,Chafing Dish Drop in Oblong H Kitchen,HK-REDLINE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,C2. IMG/FPR/00110 is still displaying a Waring spice grinder,,,1,134,5,6,3,150,1,1,0,1,YFR01-2,published,H KITCHEN / H Kitchen `YFR01-2 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Wrong photograph
IMG/BUF/00020,top,Chafing Dish Drop in Oblong H Kitchen DAT 60,HK-REDLINE,Buffet & Servery > Chafing Dishes,,Complete,,,,1,121,5,7,4,148,1,1,0,1,DAT 60063-2,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00021,top,Chafing Dish Oblong H Kitchen YFL02-1,HK-REDLINE,Buffet & Servery > Chafing Dishes,,Complete,,,,1,124,5,6,3,149,1,1,0,1,YFL02-1,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00027,top,Chafing Dish Induction Round AT50293 H Kitchen,HK-REDLINE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"chafer depth 580 (supplier) vs 480 (SAP), unexplained",,,1,17,1,3,0,88,1,1,0,1,AT50293,published,H KITCHEN / H-Kitchen `AT50293 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00028,top,Chafing Dish Induction Square H-Kitchen,HK-REDLINE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"duplicate of IMG/BUF/00143, and the axes are swapped",,,1,17,1,3,0,89,1,1,0,1,AT60293,archived,H KITCHEN / H-Kitchen `AT60293 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00035,top,Chafing Dish Rectangular,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,,Complete,,,,1,21,4,5,2,113,1,1,0,1,HY-834,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-placeholder-brands-research.md;oem-sheffield-research.md,
IMG/BUF/00037,top,Chafing Dish Drop in,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"photo is a free-standing roll-top, record describes a drop-in",,,1,18,2,4,1,98,1,1,1,1,HY-902,published,HY / HY `HY 902 (exact),"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-placeholder-brands-research.md;oem-sheffield-research.md,Wrong photograph
IMG/BUF/00056,top,Chafing Dish Oblong HY 501-2,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,,Complete,,,,1,18,3,3,0,83,1,1,3,0,HY 501-2,draft,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-placeholder-brands-research.md;oem-sheffield-research.md,
IMG/BUF/00060,top,Chafing Dish Insert Round Porcelain Pan/Insert,OEM SHEFFIELD,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Complete,,thin listing,1,1,20,1,3,0,105,1,1,0,0,D10,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/BUF/00095,top,Chafing Dish Roll Top 9 Litres RA2302,KITCHENWARE,Buffet & Servery > Chafing Dishes,,Complete,,,,1,24,2,5,2,116,1,1,0,1,RA2302,published,,WANHUI (4),kitchenware-research.md,
IMG/BUF/00115,top,Chafing Dish Insert Porcelain 2/3 GN,HK-REDLINE,Buffet & Servery > Chafing Dishes,,Complete,,,,1,94,4,7,4,101,1,1,0,1,T23065,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00143,top,Chafing Dish Induction Square AT60293 H-Kitchen,HK-REDLINE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"duplicate of IMG/BUF/00028, and the axes are swapped",,,1,17,1,3,0,89,1,1,0,1,AT60293,published,H KITCHEN / H-Kitchen `AT60293 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00145,top,Chafing Dish Drop in HY-902,HY,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,HY-902,archived,HY / HY `HY 902 (exact),HY (2),oem-placeholder-brands-research.md,Nothing published
IMG/BUF/00146,top,Chafing Dish Oval HY-836,HY,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,HY-836,archived,HY / HY `HY 836 (exact),HY (2),oem-placeholder-brands-research.md;sap-reconciliation-research.md,Nothing published
IMG/BUF/00177,top,Chafing Dish Roll Top 9 Litres RA2301,KITCHENWARE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Sources disagree,"stored figures are the carton, not the product",,,1,24,2,5,2,116,1,1,1,1,RA2301,published,,WANHUI (4),kitchenware-research.md,Dimensions
IMG/BUF/00178,top,Chafing Dish Roll Top 9 Litres Electric RA2301AE,KITCHENWARE,Buffet & Servery > Chafing Dishes,,Complete,,,,1,25,3,5,2,127,1,1,1,1,RA2301AE,published,,WANHUI (4),kitchenware-research.md,
IMG/BUF/00179,top,Chafing Dish Roll Top Electric ECD09C,KITCHENWARE,Buffet & Servery > Chafing Dishes,BUFFET & SERVERY,Complete,,thin listing,2,1,18,1,4,1,106,1,1,0,1,ECD09C,published,,WANHUI (4),kitchenware-research.md,
IMG/BUF/00252,top,Electric Chafing Dish Golden Frame,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,85,6,10,7,155,1,1,0,1,EG2016X,published,,,winners-research.md,
IMG/BUF/00253,top,Electric Chafing Dish Golden Frame Square 9L,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,81,6,10,7,154,1,1,0,0,EG2017X,published,,,winners-research.md,
IMG/BUF/00254,top,Electric Chafing Dish Hammer Point,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,93,6,10,7,155,1,1,1,0,EC2016,published,,,winners-research.md,
IMG/BUF/00255,top,Electric Chafing Dish Hammered SS Finish 6 Litres Round,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,68,6,9,6,155,1,1,0,1,EC2018,published,,,winners-research.md,
IMG/BUF/00256,top,Chafing Dish with Fuel Holder 6016H,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,81,6,9,6,149,1,1,0,0,6016H,published,,,winners-research.md,
IMG/BUF/00257,top,Chafing Dish with Fuel Holder 6018H,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,69,6,7,4,152,1,1,1,0,6018H,published,,,winners-research.md,
IMG/BUF/00258,top,Wet and Dry Intelligent Built-In Elec Chafing Dish,WINNERS,Buffet & Servery > Chafing Dishes,,Complete,,,,1,96,5,7,4,150,1,1,0,0,QR016,published,,,winners-research.md,
IMG/BUF/00267,top,45-BUILT-IN Warmer Stove 1200MM,WINNERS,Buffet & Servery > Warmer Stoves & Hot Pots,,Complete,,,,1,79,6,7,4,151,1,1,1,0,EMBEDDED-1200,published,,,winners-research.md,
IMG/BUF/00268,top,45-BUILT-IN Warmer Stove 1500MM,WINNERS,Buffet & Servery > Warmer Stoves & Hot Pots,,Complete,,,,1,79,6,7,4,146,1,1,1,0,EMBEDDED-1500,published,,,winners-research.md,
IMG/BUF/00266,top,45-BUILT-IN Warmer Stove 900MM,WINNERS,Buffet & Servery > Warmer Stoves & Hot Pots,,Complete,,,,1,79,6,8,5,152,1,1,1,0,EMBEDDED-900,published,,,winners-research.md,
IMG/BUF/00249,top,Buffet Warmer Electric TC-2F,H-KITCHEN,Buffet & Servery > Food Warmers,,Complete,,,,1,16,2,5,2,92,1,1,1,1,TC-2F,published,,"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,
IMG/BUF/00073,top,Cup Warmer Bravilor Shelf,NISBET,Buffet & Servery > Plate & Cup Warmers,,Complete,,,,1,112,4,6,3,142,1,1,4,0,WHK003,published,,,six-single-sku-brands-research.md,
IMG/BUF/00022,top,Cup Warmer H Kitchen,HK-REDLINE,Buffet & Servery > Plate & Cup Warmers,BUFFET & SERVERY,No supplier data,No reseller carries the Kator 2009/ED code and no specification is published for it.,,,1,15,2,3,0,70,1,1,0,1,2009/ED,published,H KITCHEN / H-KITCHEN `2009/ED (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Model code / identity
IMG/BUF/00235,top,Dish Warmer Glass Top - Sunk in Model (Commercial Induction Cooker),STEELOLOGY,Buffet & Servery > Food Warmers,,Complete,,,,1,93,5,8,6,138,1,1,0,1,SUNK IN,published,,H KITCHEN (1),steelology-research.md,
IMG/HOT/00195,top,Electric Food Warmer Cart OT-10B-21 Redline,HK-REDLINE,Buffet & Servery > Food Warmers,BUFFET & SERVERY,Complete,,thin listing,2,1,70,2,5,2,105,1,1,0,1,OT-10B-21,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/DIS/00045,top,Food Display Warmer H Kitchen OT-01P,HK-REDLINE,Buffet & Servery > Food Warmers,BUFFET & SERVERY,Complete,,thin listing,2,1,16,2,3,0,78,1,1,0,1,OT-01P,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00005,top,Food Warmer Electric Bertos,BERTOS,Buffet & Servery > Food Warmers,BUFFET & SERVERY,"Data on file, not yet listed",Bertos 700-series datasheets are on file; the listing text has not been written from them yet.,,,0,0,0,0,0,0,1,1,0,1,E7SP-4B,archived,BERTOSxxx / Bertos `E7SP-4B (exact),BERTOSxxx (1),six-single-sku-brands-research.md,Model code / identity
IMG/HOT/00222,top,Food Warmer Electric Redline CS-310,HK-REDLINE,Buffet & Servery > Food Warmers,BUFFET & SERVERY,Complete,,thin listing,1,1,75,1,4,1,87,1,1,0,1,CS-310,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00260,top,Hot Pot with Warmer Stove 36CM Rose Gold 6L,WINNERS,Buffet & Servery > Warmer Stoves & Hot Pots,,Complete,,,,1,101,6,8,6,152,1,1,5,0,3602,published,,,winners-research.md,
IMG/BUF/00261,top,Hot Pot with Warmer Stove 36CM Stainless Steel 6L,WINNERS,Buffet & Servery > Warmer Stoves & Hot Pots,BUFFET & SERVERY,Our records only,"searched, nothing published by any manufacturer - written from our own records",,,1,101,6,8,6,153,1,1,0,0,3602,published,,,winners-research.md,Nothing published
IMG/BUF/00032,top,Plate Warmer Cart Double,HK-REDLINE,Buffet & Servery > Plate & Cup Warmers,BUFFET & SERVERY,Sources disagree,Rebenet DR-2CKS 450x967x865 vs our 450/910/770,,,1,141,5,8,5,132,1,1,0,1,DR-2,published,H KITCHEN / H-Kitchen `DR-2 (exact),"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/BUF/00033,top,Plate Warmer Cart Drop in,HK-REDLINE,Buffet & Servery > Plate & Cup Warmers,,Complete,,,,1,141,5,6,3,135,1,1,0,1,DR-3,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
