sku,brand,name,status,ready,structure_fails,data_fails,listing_fails
IMG/HYS/00120,TASKI,Pa of 10 Double Filter Bags,published,yes,,,
IMG/HYS/00121,TASKI,30014-61 Filter (10 Parts),published,yes,,,
IMG/HYS/00124,TASKI,Fixomat for Vacumat 44T,published,yes,,,
IMG/HYS/00127,TASKI,Taski Vacuum Cleaner Vacumat 44T UK,published,yes,,,
IMG/HYS/00133,TASKI,Driving Disc Ergodisc D43,published,yes,,,
IMG/HYS/00134,TASKI,Scrubbing Brush Uni 43,published,yes,,,
IMG/HYS/00135,TASKI,Taski Water Tank for Ergodisc Single Disc Machines,published,yes,,,
IMG/HYS/00136,TASKI,Taski Floor Scrubber Ergodisc 165 UK,published,yes,,,
IMG/HYS/00140,TASKI,Taski Foam Generator FG2,published,yes,,,
IMG/HYS/00141,TASKI,Shampooing Brush Dry D43,published,yes,,,
IMG/HYS/00142,TASKI,Shampooing Brush Wet D43,published,yes,,,
IMG/HYS/00143,TASKI,Hand Shampooing Set,published,yes,,,
IMG/HYS/00148,TASKI,Taski Ergodisc Duo,published,yes,,,
IMG/HYS/00152,TASKI,High-Speed Driving Disc 43/01,published,yes,,,
IMG/HYS/00160,TASKI,Pad Driver 43CM,published,yes,,,
IMG/HYS/00170,TASKI,Taski Sprayer BP 15 Li-Ion,archived,no,,,no price
IMG/HYS/00172,TASKI,Accessories Set Aquamat 20/PROCARPET,published,yes,,,
IMG/HYS/00218,TASKI,Kit Dry Vacuum Cleaning Vacuum 22,published,yes,,,
IMG/HYS/00226,TASKI,Scrubbing Brush Abrasive 43,archived,no,,,no price
IMG/HYS/00228,TASKI,Taski Aquamat 20.01 UK,published,yes,,,
IMG/HYS/00229,TASKI,Filter Cloth with Ring for Vacumat 44T,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,"data on file, not yet listed",no price
IMG/HYS/00230,TASKI,Accessories Set for Aquamat 10.1,draft,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/HYS/00240,TASKI,Set of Dry Vacuums Taski Vacumat 12,archived,no,bullets outside 4-6; short description outside 18-38 words,,no price
IMG/HYS/00248,TASKI,Taski Swingo 250 Micro,published,yes,,,
IMG/HYS/00249,TASKI,Pad Driver 28CM,published,yes,,,
IMG/HYS/00250,TASKI,Scrubbing Brush 28,archived,no,bullets outside 4-6; short description outside 18-38 words,,no price
IMG/HYS/00251,TASKI,"BATTERY TRACTION 6V, 180Ah/5",published,yes,,,
IMG/HYS/00252,TASKI,Taski Balimat 45 Sweeper,archived,no,,,no price
IMG/HYS/00253,TASKI,Taski Balimat 3300 RTU Sweeper,published,yes,,,
IMG/HYS/00254,TASKI,BATTERY TRACTION BLOCK 12V 76Ah/5,published,yes,,,
IMG/HYS/00255,TASKI,Center Broom B3300,published,yes,,,
IMG/HYS/00256,TASKI,Side Broom B3300,published,yes,,,
IMG/HYS/00257,TASKI,Brush 225MM 2PC,published,yes,,,
IMG/HYS/00258,TASKI,Disc Drive 225MM 2PC,published,yes,,,
IMG/HYS/00259,TASKI,NX LI-ON BATTERY 37V 8100M 8.1 Ah,published,yes,,,
IMG/HYS/00260,TASKI,NX Charger 100-240V/50/60HZ,published,yes,,,
IMG/HYS/00261,TASKI,Taski Swingo 2100 Micro BMS UK,archived,no,,,no price
IMG/STO/00001,CAMBRO,PVC Shelves 910 Cambro,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,,
IMG/STO/00005,OEM SHEFFIELD,Chrome Wire Shelving 1220,published,no,bullets outside 4-6; bullet over 14 words; short description outside 18-38 words; under 3 informative spec rows,,
IMG/STO/00007,OEM SHEFFIELD,PVC Shelves Vented 1060 Perfect,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/STO/00008,OEM SHEFFIELD,PVC Shelves Vented 1220 Perfect,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/STO/00009,OEM SHEFFIELD,PVC Shelves Vented 910 Perfect,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/STO/00011,HK-REDLINE,Dining Carts SS 2 Tier,published,no,under 3 informative spec rows,,
IMG/STO/00012,HK-REDLINE,Dining Carts SS 3 Tier,published,no,under 3 informative spec rows,,
IMG/STO/00013,HK-REDLINE,Trolley for Dish Washer Rack H Kitchen,draft,no,under 3 informative spec rows,,no image
IMG/TCW/00355,KITCHENWARE,Stock Pot 17 Litres EI2828,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00363,WANHUI,Stock Pot 12 Litres EI2525,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/TCW/00368,KITCHENWARE,Stock Pot 36 Litres EI3636,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00386,KITCHENWARE,Stock Pot 12 Litres CSP 2525,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00388,KITCHENWARE,Stock Pot 71 Litres CSP 4545,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00389,KITCHENWARE,Stock Pot 50 Litres CSP 4040,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00354,KITCHENWARE,High Sauce Pan 10 Litres E22816,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00357,KITCHENWARE,High Sauce Pan 6.5 Litres E22414,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00382,KITCHENWARE,High Sauce Pan 4 Litres,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00519,KITCHENWARE,High Sauce Pan 8.5 Litres SS 25X18,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00520,KITCHENWARE,High Sauce Pan 18 Litres SS 32X22,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,,
IMG/TCW/00006,ANDYMAN,Casserole High Andyman 58122,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no image
IMG/TCW/00366,WANHUI,Casserole 24 Litres E13624,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,
IMG/HOT/00167,STEELOLOGY,Pressure Cooker 16 Litres SSPC-16,published,yes,,,
IMG/HOT/00168,HK-REDLINE,Pressure Cooker 25 Litres H Kitchen SSPC-25,published,no,under 3 informative spec rows,,
IMG/HOT/00169,GENEVA,Pressure Cooker 40 Litres,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/HOT/00170,GENEVA,Pressure Cooker 60 Litres,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/COF/00041,RANCILIO,Cappuccino Machine Silvia,published,yes,,,
IMG/COF/00079,RANCILIO,Cappuccino Machine Silvia Pro,published,yes,,,
IMG/COF/00035,RANCILIO,Espresso Machine Class 5S GR1,published,yes,,,
IMG/COF/00036,RANCILIO,Espresso Machine Class 5ST GR1,published,yes,,,
IMG/COF/00037,RANCILIO,Espresso Machine Class 5S GR2 Black,published,yes,,,
IMG/COF/00038,RANCILIO,Espresso Machine Class 5S GR2 White,published,yes,,,
IMG/COF/00039,RANCILIO,Espresso Machine Class 7S GR3,published,yes,,,
IMG/COF/00048,RANCILIO,Water Softeners DP2,published,yes,,,
IMS/MEC/00303,RANCILIO,Coffee Tamper Stainless Steel,published,yes,,,
IMS/MEC/00469,RANCILIO,Coffee Tamper PVC,published,yes,,,
IMG/COF/00135,RANCILIO,Automatic Coffee Grinder Kryo 65 OD,published,yes,,,
IMG/COF/00043,RANCILIO,Coffee Grinder Kryo 65 St,published,yes,,,
IMG/COF/00044,RANCILIO,Coffee Grinder Rocky,published,yes,,,
IMG/COF/00128,RANCILIO,Rancilio Rocky Doser Nero Black,draft,yes,,,
IMG/COF/00099,DR. COFFEE,Automatic Coffee Machine F11 Big,published,yes,,,
IMG/COF/00096,DR. COFFEE,Automatic Coffee Machine Minibar,published,yes,,,
IMG/COF/00054,SIMONELLI,Espresso Machine Microbar II Simonelli,published,yes,,,
IMG/COF/00073,KALERM,Automatic Coffee Machine Fab 100,published,yes,,,
IMG/COF/00074,KALERM,Automatic Coffee Machine Fas 100,published,yes,,,
IMG/COF/00072,KALERM,Automatic Coffee Machine FAB50,published,yes,,,
IMG/COF/00071,KALERM,Automatic Coffee Machine Fao 30,published,yes,,,
IMG/COF/00097,DR. COFFEE,Milk Fridge SC15,published,no,,sources disagree,
IMG/COF/00047,RANCILIO,Milk Fridge Egro Zero MAEA03,draft,yes,,,
IMG/COF/00033,PRADEEP,Coffee Brewer with Coffee Filter,published,yes,,,
IMG/COF/00008,CREM,Decanter 1.8 Litres CREM,published,yes,,,
IMG/COF/00105,KEF,Coffee Brewer Single Cater FLC 250,published,yes,,,
IMG/COF/00103,KEF,Coffee Brewer with 1 Decanter FLT120 Black,published,no,,sources disagree,
IMG/COF/00104,KEF,Coffee Brewer with 2 Decanter FLT120-2 Inox,published,no,,sources disagree,
IMG/COF/00101,KEF,Decanter 1.8 Litres KEF,published,yes,,,
IMG/COF/00139,GOODWILL,Commercial Coffee Brewer GW-386-BD2 (RB-386) Goodwill,published,yes,,,
IMG/COF/00140,GOODWILL,Commercial Coffee Brewer GW-386-B (RV-386) Goodwill,published,yes,,,
IMG/COF/00141,GOODWILL,Commercial Coffee Brewer GW-FRP286-BV (FRP-286BV) Goodwill,published,no,,sources disagree,
IMS/FIT/00992,KEF,Coffee Filter Papers 90/250,published,yes,,,
IMG/COF/00011,CREM,Air Pot with Sight Gauge,published,no,,sources disagree,
IMG/COF/00009,CREM,Serving Station 2.5 Litres,published,yes,,,
IMG/COF/00010,CREM,Serving Station 5 Litres,published,no,,sources disagree,
IMG/COF/00133,ANTUNES,Cup Dispenser DAC-05,draft,no,,,no image
IMG/REF/00081,BREMA,Ice Cube Machine CB-249A Brema,published,yes,,,
IMG/REF/00082,BREMA,Ice Cube Machine CB-416A Brema,published,yes,,,
IMG/REF/00154,BREMA,Ice Cube Machine CB-640A Brema,published,yes,,,
IMG/REF/00181,BREMA,Ice Cube Machine CB 955A HC Brema,published,yes,,,
IMG/REF/00076,BREMA,Ice Cube Machine CB-1565A Brema,draft,yes,,,
IMG/REF/00022,OEM SHEFFIELD,Ice Cube Machine ZBJ-40P Iberna,published,no,,sources disagree,
IMG/REF/00021,OEM SHEFFIELD,Ice Cube Machine ZBJ-60P Iberna,published,yes,,,
IMG/REF/00209,OEM SHEFFIELD,Ice Cube Machine ZBJ-80P Iberna,published,yes,,,
IMG/REF/00020,OEM SHEFFIELD,Ice Cube Machine ZBJ-100L Iberna,published,yes,,,
IMG/REF/00019,OEM SHEFFIELD,Ice Cube Machine ZBJ-150P Iberna,published,no,,sources disagree,
IMG/REF/00210,OEM SHEFFIELD,Ice Cube Machine ZBJ-250P Iberna,published,yes,,,
IMG/ICE/00017,PASMO,Ice Cream Machine Table Top S110F,published,yes,,,
IMG/ICE/00018,PASMO,Ice Cream Machine Free Standing S520F,published,yes,,,
IMG/ICE/00029,PASMO,Ice Cream Machine Table Top S230F,published,yes,,,
IMG/ICE/00026,CARPIGIANI,Turbomix Vertical Blender,published,yes,,,
IMG/ICE/00027,CARPIGIANI,Ice Cream Machine Maestro 2 HCD,published,yes,,,
IMG/ICE/00028,CARPIGIANI,Pastomaster 60 RTX Batch Pasteuriser,published,yes,,,
IMG/DWW/00085,COMENDA,Dish Washer Hood PC-09,published,yes,,,
IMG/DWW/00093,COMENDA,Dish Washer Hood Type PC 07,published,yes,,,
IMG/DWW/00158,COMENDA,Dish Washer Hood Type EC44,published,yes,,,
IMG/DWW/00159,COMENDA,Dish Washer Undercounter EF36M,published,yes,,,
IMG/DWW/00160,COMENDA,Glass Washer Undercounter EB28,published,yes,,,
IMG/DWW/00151,Hatton,Under Counter Dishwasher Hattons,published,yes,,,
IMG/DWW/00032,COMENDA,Cutlery Rack 8 Compartment,archived,yes,,,
IMG/DWW/00033,COMENDA,Dish Wash Rack 400MM,published,yes,,,
IMG/DWW/00040,OEM SHEFFIELD,Glass Rack Extender 16 Compartment,published,yes,,,
IMG/DWW/00043,OEM SHEFFIELD,Glass Rack Extender 25 Compartment,published,no,bullets outside 4-6; short description outside 18-38 words; under 3 informative spec rows,sources disagree,
IMG/DWW/00071,KAYALAR,Glass Rack 16 Compartments with 1 Extender,archived,no,,,no image
IMG/DWW/00072,KAYALAR,Glass Rack 36 Compartments with 2 Extender,archived,no,,,no image
IMG/DWW/00073,KAYALAR,Glass Rack 16 Compartments with 2 Extender,archived,no,,,no image
IMG/DWW/00074,KAYALAR,Glass Rack 49 Compartments with 1 Extender,archived,no,,,no image
IMG/DWW/00075,KAYALAR,Glass Rack 49 Compartments with 2 Extender,archived,no,,,no image
IMG/DWW/00097,OEM SHEFFIELD,Plate Rack 64 Compartment JW-64B,archived,no,,sources disagree; named in open issues,
IMG/DWW/00098,OEM SHEFFIELD,Glass Rack 36 Compartment JW-36,archived,yes,,,
IMG/DWW/00101,OEM SHEFFIELD,Glass Rack 16 Compartment JW-16,published,yes,,,
IMG/DWW/00103,OEM SHEFFIELD,Plate Rack 25 Compartment JW-25B,published,yes,,,
IMG/DWW/00104,OEM SHEFFIELD,Glass Rack 25 Compartment JW-25,published,yes,,,
IMG/DWW/00105,OEM SHEFFIELD,Mobile Plate Rack - Capacity 48 Plates,archived,no,,,no price
IMG/DWW/00107,CAMBRO,Plate Racks 64 Comp Camrack Grey,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,sources disagree,no price
IMG/DWW/00110,OEM SHEFFIELD,Open Rack Jw-Ss,published,no,,sources disagree; named in open issues,
IMG/DWW/00142,OEM SHEFFIELD,Open Plate & Tray Rack Blue 25 Compartment,archived,no,,,no price
IMG/DWW/00143,OEM SHEFFIELD,Open Rack JW-S,archived,no,bullets outside 4-6; short description outside 18-38 words,sources disagree; named in open issues,
IMG/DWW/00144,OEM SHEFFIELD,Cutlery Rack JW-C,archived,no,,sources disagree; named in open issues,
IMG/DWW/00150,GUANGDONG PERFECT,Glass Rack 49 Compartment JW-49,archived,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,no supplier data,no price
IMG/DWW/00156,COMENDA,CB Combination Rack,archived,no,,,no price
IMG/DWW/00157,COMENDA,Plate Rack,archived,no,,,no price
IMG/DWW/00149,Hatton,Hood Type Dishwasher,published,yes,,,
IMG/HOT/00255,SHEFFIELD REDLINE,6 Burner Gas Range with Gas Oven RGR36 Redline,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,our records only,
IMG/HOT/00437,HDS,6 Burner Gas Range with Gas Oven HDSGR-36,archived,no,,,no price
IMG/HOT/00048,FAGOR,4 Burner Table Top Fagor CG7-40,published,no,,sources disagree,
IMG/HOT/00049,FAGOR,4 Burner Table Top Fagor CG6-40,published,yes,,,
IMG/HOT/00067,HK-REDLINE,4 Burner Table Top H Kitchen,published,no,under 3 informative spec rows,no supplier data,
IMG/HOT/00120,KUSINA,4 Burner Gas Range + Electric Oven Kusina,published,yes,,,
IMG/HOT/00256,SHEFFIELD REDLINE,4 Burner Gas Range with Gas Oven RGR24 Redline,published,no,not house format; under 2 paragraphs; bullets outside 4-6; meta missing or over 160; short description outside 18-38 words; under 3 informative spec rows,our records only,
IMG/HOT/00267,H-KITCHEN,4 Burner Gas Range Table Top EHP-4S,archived,yes,,,
IMG/HOT/00438,HDS,Gas Burners with Oven and 24 Inch Griddle/Salamander,archived,no,,,no price
